item,section_prompt,item_text,combined_text
cc_q27,"1) In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. 2)How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. 3)First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. 4)Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. 5)A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. 6)The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.",2. What is the main idea of paragraph 3?,"1) In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. 2)How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. 3)First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. 4)Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. 5)A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. 6)The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.: 2. What is the main idea of paragraph 3?
a. To describe how engineers work together to build skyscrapers
d. To describe what the backbone of a skyscraper is made of
b. To describe the reasons why a skyscraper is a tall building
c. To describe why checklists are needed to build a safe skyscraper"
cc_q21,"1) Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? 2) First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. 3) Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. 4) Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. 5) Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. 6) Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. 7) Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.",8. Paragraph 2 states that “scientists had to understand the bird’s skeletal and muscular systems.” What does the word systems mean?,"1) Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? 2) First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. 3) Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. 4) Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. 5) Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. 6) Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. 7) Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.: 8. Paragraph 2 states that “scientists had to understand the bird’s skeletal and muscular systems.” What does the word systems mean?
a. illnesses
d. bodies
b. mysteries
c. networks"
cc_q31,"1) In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. 2)How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. 3)First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. 4)Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. 5)A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. 6)The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.",6. To send a signal can also mean to send a,"1) In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. 2)How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. 3)First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. 4)Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. 5)A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. 6)The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.: 6. To send a signal can also mean to send a
c. conversation
d. message
b. turn
a. system"
cc_q16,"1) Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? 2) First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. 3) Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. 4) Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. 5) Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. 6) Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. 7) Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.","3. Scientists found that when one part of a bird became smaller, another part became?","1) Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? 2) First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. 3) Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. 4) Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. 5) Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. 6) Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. 7) Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.: 3. Scientists found that when one part of a bird became smaller, another part became?
c. heavier
b. larger
d. lighter
a. smaller"
cc_q32,"1) In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. 2)How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. 3)First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. 4)Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. 5)A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. 6)The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.",7. Why does the author compare the steel and concrete of a skyscraper to a human skeleton?,"1) In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. 2)How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. 3)First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. 4)Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. 5)A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. 6)The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.: 7. Why does the author compare the steel and concrete of a skyscraper to a human skeleton?
d. The wires inside the skyscraper are like human bones
c. These materials are easily destroyed by wind and earthquakes
a. Tall buildings have fast and safe passenger elevators
b. These materials are strong and hold up the building"
cc_q34,"1) In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. 2)How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. 3)First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. 4)Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. 5)A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. 6)The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.",9. What is this passage mostly about?,"1) In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. 2)How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. 3)First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. 4)Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. 5)A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. 6)The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.: 9. What is this passage mostly about?
b. How engineers design and build tall and safe skyscrapers
d. How a skyscraper resists the force of gravity and stands tall
a. How steel, concrete, and wires are part of skyscrapers
c. How a skyscraper’s body is like the structure of a human body"
cc_q8,"1) A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests.2) But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. 3) First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. 4) Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. 5) Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. 6) Now scientists are using what they found in this experiment to help humans who have had heart attacks.",7. The author of this article mainly wants you to learn,"1) A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests.2) But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. 3) First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. 4) Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. 5) Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. 6) Now scientists are using what they found in this experiment to help humans who have had heart attacks.: 7. The author of this article mainly wants you to learn
b. How scientists are learning to help humans with weak heart muscles
a. How difficult it is to find healthy macaque monkeys
d. How scientists work together to give tests to a sick person
c. How the scientists feel about injected human heart stem cells"
cc_q2,"1) A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests.2) But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. 3) First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. 4) Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. 5) Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. 6) Now scientists are using what they found in this experiment to help humans who have had heart attacks.","1. According to the passage, what is an important function of the heart muscle?","1) A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests.2) But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. 3) First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. 4) Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. 5) Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. 6) Now scientists are using what they found in this experiment to help humans who have had heart attacks.: 1. According to the passage, what is an important function of the heart muscle?
b. To help scientists study mysteries
c. To help primates heal scar tissue
a. To be a part of the nervous system
d. To pump oxygen to the brain"
cc_q14,"1) Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? 2) First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. 3) Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. 4) Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. 5) Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. 6) Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. 7) Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.",1. What is the main question that scientists are trying to answer in this passage?,"1) Some birds that are here today are smaller than they were many years ago. Why is this happening? It is a mystery. How do scientists study a mystery? 2) First, scientists try to understand the bird’s skeletal and muscular systems. Those systems help birds to fly. One thing scientists know is that birds’ bones are hollow inside. So, they don’t weigh much. Birds’ skeletons weigh less than their feathers. They have also learned that a bird wing works like a human arm. Birds contract their chest muscles to make their wings flap. 3) Second, scientists try to diagnose the reasons that the birds’ bodies might have changed over time. Some scientists thought that birds’ skeletal or muscular systems might have changed. So, they studied migratory birds in North America. Migratory birds fly long distances to warmer places for the winter. 4) Third, scientists measured the physical characteristics of the birds. They measured the size of the birds’ bones. They found some of the birds’ bones were shorter than they were 40 years ago. For example, the lower leg bone of many birds is smaller. 5) Fourth, scientists measured the migratory birds’ wings. They found the birds’ wings are longer than they used to be. 6) Many scientists asked, “Why are the birds’ bones smaller than they used be. But their wings are longer?” They thought about the long distance the birds fly in winter. They thought that the birds’ bodies changed to adapt to the long winter flight. They would need a lot of energy for the flight. A smaller body would have smaller muscles and less fat. But smaller bones and longer wings would make flying easier. 7) Over time, these characteristics of birds have become more common. The scientists came up with some very good ideas about why these skeletal changes might be occurring.: 1. What is the main question that scientists are trying to answer in this passage?
c. Where do birds find food in the winter?
a. Why are birds getting smaller?
b. How do birds fly long distances?
d. Why are birds dying in Chicago?"
cc_q3,"1) A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests.2) But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. 3) First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. 4) Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. 5) Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. 6) Now scientists are using what they found in this experiment to help humans who have had heart attacks.","2. According to paragraph 3, why do scientists study macaque monkeys?","1) A human is a primate. In primates, the heart sends oxygen in the blood all around the body. The body must have oxygen to function properly. The strong heart muscle contracts to pump blood all around the body. A healthy heart never rests.2) But what happens when a person’s heart gets weaker? People with weak hearts need help. Scientists have to study a medical mystery. Then they might be able to help people. 3) First, scientists need to diagnose the reasons that a human heart gets weak. They need to do tests. But sometimes it would be hard on a sick person to have tests done. So, scientists study animals that have body systems like humans. Scientists knew that the macaque monkey’s heart is similar to the human heart. So, they did tests with macaque monkeys. The scientists learned what happens when a monkey has a heart attack. After a heart attack, the monkey’s heart muscle has scar tissue where it was damaged. The scar tissue cannot contract like a strong heart muscle can. Then the monkey’s heart cannot pump enough blood to give the body the oxygen it needs. Without enough oxygen, the monkey’s body cannot function properly. 4) Second, scientists wanted to try out new solutions that would keep the heart working. Sometimes the new solutions might fail. So, scientists didn’t want to try the solutions with people right away. They tried a solution with macaque monkeys. 5) Scientists developed an idea. Then, they tested an idea. They injected human stem cells from the human heart into the monkey’s heart. After four weeks the human heart cells grew where the monkey’s scar tissue was. After three months, the monkey’s heart got stronger. 6) Now scientists are using what they found in this experiment to help humans who have had heart attacks.: 2. According to paragraph 3, why do scientists study macaque monkeys?
a. Their heart muscles are similar to humans
c. Their heart muscles pump blood
b. Their heart muscles are always strong
d. Their heart muscles have scar tissue"
cc_q29,"1) In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. 2)How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. 3)First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. 4)Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. 5)A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. 6)The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.",4. What does the author think is special about the beams and columns of a skyscraper?,"1) In many ways, skyscrapers are like the human body. They have bones that keep it tall and strong and skin to protect the body. They have a command center that is like a brain. 2)How do engineers design and build strong and smart skyscrapers? It is very challenging to build a skyscraper because there are many parts that have to work together. If one part is broken, the skyscraper will not work properly. 3)First, engineers need a strong and tall frame that supports the floors and walls. This frame is like the bones of a skyscraper. The bones of a skyscraper are made of concrete, steel and other materials. The columns are like the backbone of a human body. The columns go up. The steel columns hold up each floor. There are also steel beams that go across each floor. The steel columns and beams must be strong to resist the force of gravity. The steel columns and beams must work together to form a strong backbone. 4)Second, engineers need to design a command center. The command center is a computer that sends signals through wires in a skyscraper. For example, it sends signals to help bring fresh air into rooms, just like your lungs. The command center also controls the heating and air conditioning. It helps the building cool down when it’s too hot and warm up when it’s too cold. 5)A skyscraper has many different parts that work together. The bones make the building tall and strong. The skin protects the inside of the building. The skin of a skyscraper can be made of metal, stone, or glass. The brain controls the building temperature. 6)The anatomy of a skyscraper is like a human body. All the parts have to work together. That's how a city skyscraper works properly.: 4. What does the author think is special about the beams and columns of a skyscraper?
c. They are made of many different materials
a. They are like the skeletal system of a human body
d. They can damage parts of the skyscraper
b. They are like the nervous system of a human body"
